;index_x;LLM_score;date;company;index_y;title;symbols;sentiment;ticker
30927;9847;-1;2023-04-14T16:40:41+00:00;Alphabet Inc;3935;Generative AI Is Heading Down A Dangerous Legal Path;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.99, 'neg': 0.05, 'neu': 0.833, 'pos': 0.117};GOOGL
30963;9884;0;2023-04-14T19:29:00+00:00;Alphabet Inc;2905;Nvidia, Microsoft, and 12 More Stocks to Play Generative AI , According to Analysts;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'MSF.F', 'MSF.XETRA', 'MSFT.MX', 'MSFT.US', 'MSFT34.SA', 'NVD.F', 'NVD.XETRA', 'NVDA.MX', 'NVDA.US', 'NVDC34.SA'];{'polarity': 0.382, 'neg': 0, 'neu': 0.885, 'pos': 0.115};GOOG
30964;9884;0;2023-04-14T19:29:00+00:00;Alphabet Inc;3932;Nvidia, Microsoft, and 12 More Stocks to Play Generative AI , According to Analysts;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'MSF.F', 'MSF.XETRA', 'MSFT.MX', 'MSFT.US', 'MSFT34.SA', 'NVD.F', 'NVD.XETRA', 'NVDA.MX', 'NVDA.US', 'NVDC34.SA'];{'polarity': 0.382, 'neg': 0, 'neu': 0.885, 'pos': 0.115};GOOGL
30981;9902;0;2023-04-14T20:18:29+00:00;Alphabet Inc;2904;16 Fastest Developing Countries in 2023;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'AMZ.F', 'AMZ.XETRA', 'AMZN.MX', 'AMZN.US', 'AMZO34.SA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.999, 'neg': 0.026, 'neu': 0.844, 'pos': 0.13};GOOG
30982;9902;0;2023-04-14T20:18:29+00:00;Alphabet Inc;3931;16 Fastest Developing Countries in 2023;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'AMZ.F', 'AMZ.XETRA', 'AMZN.MX', 'AMZN.US', 'AMZO34.SA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.999, 'neg': 0.026, 'neu': 0.844, 'pos': 0.13};GOOGL
31017;9938;1;2023-04-14T21:50:44+00:00;Alphabet Inc;2903;Lone Amazon bear optimistic on company's A.I. efforts;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'AMZ.F', 'AMZ.XETRA', 'AMZN.MX', 'AMZN.US', 'AMZO34.SA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MI', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'MSF.F', 'MSF.XETRA', 'MSFT.MX', 'MSFT.US', 'MSFT34.SA'];{'polarity': 0.997, 'neg': 0.019, 'neu': 0.813, 'pos': 0.167};GOOG
31018;9938;1;2023-04-14T21:50:44+00:00;Alphabet Inc;3930;Lone Amazon bear optimistic on company's A.I. efforts;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'AMZ.F', 'AMZ.XETRA', 'AMZN.MX', 'AMZN.US', 'AMZO34.SA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MI', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'MSF.F', 'MSF.XETRA', 'MSFT.MX', 'MSFT.US', 'MSFT34.SA'];{'polarity': 0.997, 'neg': 0.019, 'neu': 0.813, 'pos': 0.167};GOOGL
31065;9986;0;2023-04-15T09:30:00+00:00;Alphabet Inc;2902;3 Top Tech Stocks to Buy During a;['45C.F', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'ASME.F', 'ASME.XETRA', 'ASML.AS', 'ASML.US', 'ASMLF.US', 'CRWD.US', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.749, 'neg': 0.117, 'neu': 0.717, 'pos': 0.167};GOOG
31066;9986;0;2023-04-15T09:30:00+00:00;Alphabet Inc;3929;3 Top Tech Stocks to Buy During a;['45C.F', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'ASME.F', 'ASME.XETRA', 'ASML.AS', 'ASML.US', 'ASMLF.US', 'CRWD.US', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.749, 'neg': 0.117, 'neu': 0.717, 'pos': 0.167};GOOGL
31078;9999;0;2023-04-15T10:15:00+00:00;Alphabet Inc;2901;Got $1,000? Here Are 2 Stocks You Can Buy at a Discount;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'ABNB.US', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.912, 'neg': 0.027, 'neu': 0.79, 'pos': 0.183};GOOG
31079;9999;0;2023-04-15T10:15:00+00:00;Alphabet Inc;3928;Got $1,000? Here Are 2 Stocks You Can Buy at a Discount;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'ABNB.US', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.912, 'neg': 0.027, 'neu': 0.79, 'pos': 0.183};GOOGL
31082;10003;0;2023-04-15T11:00:00+00:00;Alphabet Inc;2899;Want $1 Million in Retirement? Invest $295,000 in These 3 Stocks and Wait a Decade;['45C.F', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'CRWD.US', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'MELI.US', 'MELI34.SA', 'MELIN.MX', 'MLB1.F'];{'polarity': 0.807, 'neg': 0, 'neu': 0.873, 'pos': 0.127};GOOG
31083;10003;0;2023-04-15T11:00:00+00:00;Alphabet Inc;2900;Battle of the Bots: Which AI is Better at Picking Stocks?;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'MSF.F', 'MSF.XETRA', 'MSFT.MX', 'MSFT.US', 'MSFT34.SA'];{'polarity': 0.273, 'neg': 0.04, 'neu': 0.893, 'pos': 0.067};GOOG
31084;10003;0;2023-04-15T11:00:00+00:00;Alphabet Inc;3926;Want $1 Million in Retirement? Invest $295,000 in These 3 Stocks and Wait a Decade;['45C.F', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'CRWD.US', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'MELI.US', 'MELI34.SA', 'MELIN.MX', 'MLB1.F'];{'polarity': 0.807, 'neg': 0, 'neu': 0.873, 'pos': 0.127};GOOGL
31085;10003;0;2023-04-15T11:00:00+00:00;Alphabet Inc;3927;Battle of the Bots: Which AI is Better at Picking Stocks?;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'MSF.F', 'MSF.XETRA', 'MSFT.MX', 'MSFT.US', 'MSFT34.SA'];{'polarity': 0.273, 'neg': 0.04, 'neu': 0.893, 'pos': 0.067};GOOGL
31129;10050;0;2023-04-15T13:06:00+00:00;AGNC Investment Corp;62692;Is AGNC Investment Stock a Buy?;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US'];{'polarity': 0.682, 'neg': 0.073, 'neu': 0.672, 'pos': 0.255};AGNCN
31130;10050;0;2023-04-15T13:06:00+00:00;AGNC Investment Corp;64304;Is AGNC Investment Stock a Buy?;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US'];{'polarity': 0.682, 'neg': 0.073, 'neu': 0.672, 'pos': 0.255};AGNCM
31131;10050;0;2023-04-15T13:06:00+00:00;AGNC Investment Corp;85293;Is AGNC Investment Stock a Buy?;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US'];{'polarity': 0.682, 'neg': 0.073, 'neu': 0.672, 'pos': 0.255};AGNC
31144;10065;0;2023-04-15T14:00:17+00:00;Alphabet Inc;2898;When Should You Buy Alphabet Inc. (NASDAQ:GOOGL)?;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.998, 'neg': 0.013, 'neu': 0.834, 'pos': 0.153};GOOG
31145;10065;0;2023-04-15T14:00:17+00:00;Alphabet Inc;3925;When Should You Buy Alphabet Inc. (NASDAQ:GOOGL)?;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.998, 'neg': 0.013, 'neu': 0.834, 'pos': 0.153};GOOGL
31160;10081;0;2023-04-15T16:41:32+00:00;Zillow Group Inc;66356;Booming Scranton, falling San Jose: The latest home price data for the nation’s 400 largest housing markets;['0ZG.F', '0ZG2.F', 'Z.US', 'ZG.US'];{'polarity': 0.972, 'neg': 0.025, 'neu': 0.923, 'pos': 0.052};Z
31161;10081;0;2023-04-15T16:41:32+00:00;Zillow Group Inc;67143;Booming Scranton, falling San Jose: The latest home price data for the nation’s 400 largest housing markets;['0ZG.F', '0ZG2.F', 'Z.US', 'ZG.US'];{'polarity': 0.972, 'neg': 0.025, 'neu': 0.923, 'pos': 0.052};ZG
31193;10114;-1;2023-04-16T09:53:00+00:00;Alphabet Inc;2897;3 AI Stocks That Could Trounce Google and Microsoft;['0700.HK', '9988.HK', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'AHLA.F', 'AHLA.XETRA', 'AMZ.F', 'AMZ.XETRA', 'AMZN.MX', 'AMZN.US', 'AMZO34.SA', 'B1C.F', 'BABA.US', 'BABA34.SA', 'BABAF.US', 'BIDU.US', 'BIDUN.MX', 'GOGL34.SA'];{'polarity': 0.128, 'neg': 0.051, 'neu': 0.888, 'pos': 0.061};GOOG
31194;10114;-1;2023-04-16T09:53:00+00:00;Alphabet Inc;3924;3 AI Stocks That Could Trounce Google and Microsoft;['0700.HK', '9988.HK', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'AHLA.F', 'AHLA.XETRA', 'AMZ.F', 'AMZ.XETRA', 'AMZN.MX', 'AMZN.US', 'AMZO34.SA', 'B1C.F', 'BABA.US', 'BABA34.SA', 'BABAF.US', 'BIDU.US', 'BIDUN.MX', 'GOGL34.SA'];{'polarity': 0.128, 'neg': 0.051, 'neu': 0.888, 'pos': 0.061};GOOGL
31206;10127;0;2023-04-16T10:45:00+00:00;Zillow Group Inc;66355;4 Burning Questions for Zillow;['0ZG.F', '0ZG2.F', 'Z.US', 'ZG.US'];{'polarity': 0.743, 'neg': 0, 'neu': 0.7, 'pos': 0.3};Z
31207;10127;0;2023-04-16T10:45:00+00:00;Zillow Group Inc;67142;4 Burning Questions for Zillow;['0ZG.F', '0ZG2.F', 'Z.US', 'ZG.US'];{'polarity': 0.743, 'neg': 0, 'neu': 0.7, 'pos': 0.3};ZG
31224;10145;-1;2023-04-16T12:00:00+00:00;Alphabet Inc;2895;GM Ditches Apple CarPlay on EVs as Fight for Your Car’s Screen Intensifies;['8GM.F', 'AAPL.MX', 'AAPL.US', 'AAPL34.SA', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'APC.F', 'APC.XETRA', 'GM.MX', 'GM.US', 'GMCO34.SA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MI', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'TL0.F'];{'polarity': 0, 'neg': 0.172, 'neu': 0.657, 'pos': 0.172};GOOG
31225;10145;-1;2023-04-16T12:00:00+00:00;Alphabet Inc;2896;The AI wars will be a bloodbath for investors;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.993, 'neg': 0.064, 'neu': 0.829, 'pos': 0.107};GOOG
31226;10145;-1;2023-04-16T12:00:00+00:00;Alphabet Inc;3922;GM Ditches Apple CarPlay on EVs as Fight for Your Car’s Screen Intensifies;['8GM.F', 'AAPL.MX', 'AAPL.US', 'AAPL34.SA', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'APC.F', 'APC.XETRA', 'GM.MX', 'GM.US', 'GMCO34.SA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MI', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'TL0.F'];{'polarity': 0, 'neg': 0.172, 'neu': 0.657, 'pos': 0.172};GOOGL
31227;10145;-1;2023-04-16T12:00:00+00:00;Alphabet Inc;3923;The AI wars will be a bloodbath for investors;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.993, 'neg': 0.064, 'neu': 0.829, 'pos': 0.107};GOOGL
31249;10170;0;2023-04-16T12:39:35+00:00;Alphabet Inc;2894;10 Best FAANG Stocks To Buy Now;['9988.HK', 'A1MD34.SA', 'AAPL.MX', 'AAPL.US', 'AAPL34.SA', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'ADB.F', 'ADBE.US', 'ADBE34.SA', 'AHLA.F', 'AHLA.XETRA', 'AMD.F', 'AMD.MX', 'AMD.US'];{'polarity': 0.999, 'neg': 0.018, 'neu': 0.887, 'pos': 0.095};GOOG
31250;10170;0;2023-04-16T12:39:35+00:00;Alphabet Inc;3921;10 Best FAANG Stocks To Buy Now;['9988.HK', 'A1MD34.SA', 'AAPL.MX', 'AAPL.US', 'AAPL34.SA', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'ADB.F', 'ADBE.US', 'ADBE34.SA', 'AHLA.F', 'AHLA.XETRA', 'AMD.F', 'AMD.MX', 'AMD.US'];{'polarity': 0.999, 'neg': 0.018, 'neu': 0.887, 'pos': 0.095};GOOGL
31296;10217;0;2023-04-16T15:00:00+00:00;Alphabet Inc;2893;AI Revolution: 2 AI Stocks Billionaires Are Buying Hand Over Fist;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'NVD.F', 'NVD.XETRA', 'NVDA.MX', 'NVDA.US', 'NVDC34.SA'];{'polarity': 0.84, 'neg': 0, 'neu': 0.883, 'pos': 0.117};GOOG
31297;10217;0;2023-04-16T15:00:00+00:00;Alphabet Inc;3920;AI Revolution: 2 AI Stocks Billionaires Are Buying Hand Over Fist;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'NVD.F', 'NVD.XETRA', 'NVDA.MX', 'NVDA.US', 'NVDC34.SA'];{'polarity': 0.84, 'neg': 0, 'neu': 0.883, 'pos': 0.117};GOOGL
31304;10225;0;2023-04-16T15:24:35+00:00;Alphabet Inc;2892;Deepfake porn could be a growing problem amid AI race;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': -0.892, 'neg': 0.087, 'neu': 0.824, 'pos': 0.089};GOOG
31305;10225;0;2023-04-16T15:24:35+00:00;Alphabet Inc;3919;Deepfake porn could be a growing problem amid AI race;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': -0.892, 'neg': 0.087, 'neu': 0.824, 'pos': 0.089};GOOGL
31309;10230;0;2023-04-16T16:00:00+00:00;Alphabet Inc;2891;2 Leading Tech Stocks to Buy in 2023 and Beyond;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'AMZ.F', 'AMZ.XETRA', 'AMZN.MX', 'AMZN.US', 'AMZO34.SA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.557, 'neg': 0, 'neu': 0.796, 'pos': 0.204};GOOG
31310;10230;0;2023-04-16T16:00:00+00:00;Alphabet Inc;3918;2 Leading Tech Stocks to Buy in 2023 and Beyond;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'AMZ.F', 'AMZ.XETRA', 'AMZN.MX', 'AMZN.US', 'AMZO34.SA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.557, 'neg': 0, 'neu': 0.796, 'pos': 0.204};GOOGL
31343;10264;-1;2023-04-16T18:34:51+00:00;Alphabet Inc;2890;Google scrambles for new search engine as AI creeps in: report;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.995, 'neg': 0.039, 'neu': 0.836, 'pos': 0.125};GOOG
31344;10264;-1;2023-04-16T18:34:51+00:00;Alphabet Inc;3917;Google scrambles for new search engine as AI creeps in: report;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.995, 'neg': 0.039, 'neu': 0.836, 'pos': 0.125};GOOGL
31414;10335;-1;2023-04-17T01:41:02+00:00;Alphabet Inc;2889;Google May Lose Search on Samsung Devices to Microsoft Bing: NYT;['005930.KO', '005935.KO', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'MSF.F', 'MSF.XETRA', 'MSFT.MX', 'MSFT.US', 'MSFT34.SA', 'SSU.F', 'SSUN.F'];{'polarity': -0.286, 'neg': 0.055, 'neu': 0.889, 'pos': 0.055};GOOG
31415;10335;-1;2023-04-17T01:41:02+00:00;Alphabet Inc;3916;Google May Lose Search on Samsung Devices to Microsoft Bing: NYT;['005930.KO', '005935.KO', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'MSF.F', 'MSF.XETRA', 'MSFT.MX', 'MSFT.US', 'MSFT34.SA', 'SSU.F', 'SSUN.F'];{'polarity': -0.286, 'neg': 0.055, 'neu': 0.889, 'pos': 0.055};GOOGL
31418;10339;-1;2023-04-17T03:15:02+00:00;Alphabet Inc;2888;Google CEO Warns Against Rush to Deploy AI Without Oversight;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.914, 'neg': 0.063, 'neu': 0.842, 'pos': 0.095};GOOG
31419;10339;-1;2023-04-17T03:15:02+00:00;Alphabet Inc;3915;Google CEO Warns Against Rush to Deploy AI Without Oversight;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.914, 'neg': 0.063, 'neu': 0.842, 'pos': 0.095};GOOGL
31429;10350;0;2023-04-17T06:03:59+00:00;Alphabet Inc;2887;What Makes Alphabet (GOOG) a Long-Term Investment Bet?;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.99, 'neg': 0.013, 'neu': 0.89, 'pos': 0.097};GOOG
31430;10350;0;2023-04-17T06:03:59+00:00;Alphabet Inc;3914;What Makes Alphabet (GOOG) a Long-Term Investment Bet?;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.99, 'neg': 0.013, 'neu': 0.89, 'pos': 0.097};GOOGL
31447;10368;0;2023-04-17T09:25:40+00:00;Alphabet Inc;2886;Here’s Why Hedge Funds Like Alphabet (GOOG);['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.991, 'neg': 0.029, 'neu': 0.848, 'pos': 0.124};GOOG
31448;10368;0;2023-04-17T09:25:40+00:00;Alphabet Inc;3913;Here’s Why Hedge Funds Like Alphabet (GOOG);['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.991, 'neg': 0.029, 'neu': 0.848, 'pos': 0.124};GOOGL
31454;10375;-1;2023-04-17T09:45:27+00:00;Alphabet Inc;2885;Google engineers went into a ‘panic’ as Samsung reportedly considered ditching its search engine for Bing;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.957, 'neg': 0.026, 'neu': 0.92, 'pos': 0.054};GOOG
31455;10375;-1;2023-04-17T09:45:27+00:00;Alphabet Inc;3912;Google engineers went into a ‘panic’ as Samsung reportedly considered ditching its search engine for Bing;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.957, 'neg': 0.026, 'neu': 0.92, 'pos': 0.054};GOOGL
31456;10377;0;2023-04-17T09:46:09+00:00;AGNC Investment Corp;62691;Best Income Stocks to Buy for April 17th;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'ELUX-A.ST', 'ELUX-B.ST', 'ELUXY.US'];{'polarity': 0.982, 'neg': 0, 'neu': 0.917, 'pos': 0.083};AGNCN
31457;10377;0;2023-04-17T09:46:09+00:00;AGNC Investment Corp;64303;Best Income Stocks to Buy for April 17th;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'ELUX-A.ST', 'ELUX-B.ST', 'ELUXY.US'];{'polarity': 0.982, 'neg': 0, 'neu': 0.917, 'pos': 0.083};AGNCM
31458;10377;0;2023-04-17T09:46:09+00:00;AGNC Investment Corp;85292;Best Income Stocks to Buy for April 17th;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'ELUX-A.ST', 'ELUX-B.ST', 'ELUXY.US'];{'polarity': 0.982, 'neg': 0, 'neu': 0.917, 'pos': 0.083};AGNC
31464;10385;0;2023-04-17T09:54:28+00:00;Alphabet Inc;2884;Rapid advances in AI ‘keep me up at night’, says Google chief;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': -0.931, 'neg': 0.06, 'neu': 0.906, 'pos': 0.035};GOOG
31465;10385;0;2023-04-17T09:54:28+00:00;Alphabet Inc;3911;Rapid advances in AI ‘keep me up at night’, says Google chief;['ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': -0.931, 'neg': 0.06, 'neu': 0.906, 'pos': 0.035};GOOGL
31478;10399;0;2023-04-17T10:00:03+00:00;Alphabet Inc;2883;Why Adobe Stock Is a Long-Term Winner in the AI Revolution;['ADB.F', 'ADBE.US', 'ADBE34.SA', 'AMZN.US', 'GOOG.US', 'GOOGL.US', 'META.US', 'MSFT.US'];{'polarity': 0.997, 'neg': 0.018, 'neu': 0.869, 'pos': 0.113};GOOG
31479;10399;0;2023-04-17T10:00:03+00:00;Alphabet Inc;3910;Why Adobe Stock Is a Long-Term Winner in the AI Revolution;['ADB.F', 'ADBE.US', 'ADBE34.SA', 'AMZN.US', 'GOOG.US', 'GOOGL.US', 'META.US', 'MSFT.US'];{'polarity': 0.997, 'neg': 0.018, 'neu': 0.869, 'pos': 0.113};GOOGL
31484;10405;0;2023-04-17T10:11:00+00:00;Alphabet Inc;2882;Big Bank Earnings Won’t Reveal If the Turmoil Is Over. Here’s What Will.;['0QF.F', '6MK.F', '6MK.XETRA', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'MRCK34.SA', 'MRK.MX', 'MRK.PA', 'MRK.US', 'MRNA.US', 'MSF.F', 'MSF.XETRA', 'MSFT.MX'];{'polarity': -0.823, 'neg': 0.188, 'neu': 0.779, 'pos': 0.033};GOOG
31485;10405;0;2023-04-17T10:11:00+00:00;Alphabet Inc;3909;Big Bank Earnings Won’t Reveal If the Turmoil Is Over. Here’s What Will.;['0QF.F', '6MK.F', '6MK.XETRA', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US', 'MRCK34.SA', 'MRK.MX', 'MRK.PA', 'MRK.US', 'MRNA.US', 'MSF.F', 'MSF.XETRA', 'MSFT.MX'];{'polarity': -0.823, 'neg': 0.188, 'neu': 0.779, 'pos': 0.033};GOOGL
31493;10414;0;2023-04-17T10:15:30+00:00;Alphabet Inc;2881;Apple’s Huge Buybacks Matter as Much to Investors as iPhones and Macs;['AAPL.MX', 'AAPL.US', 'AAPL34.SA', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'APC.F', 'APC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.995, 'neg': 0.039, 'neu': 0.848, 'pos': 0.113};GOOG
31494;10414;0;2023-04-17T10:15:30+00:00;Alphabet Inc;3908;Apple’s Huge Buybacks Matter as Much to Investors as iPhones and Macs;['AAPL.MX', 'AAPL.US', 'AAPL34.SA', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'APC.F', 'APC.XETRA', 'GOGL34.SA', 'GOGL35.SA', 'GOOG.MX', 'GOOG.US', 'GOOGL.US'];{'polarity': 0.995, 'neg': 0.039, 'neu': 0.848, 'pos': 0.113};GOOGL
